2.0,0.703388512134552,0.5,4.0,2.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.5796666145324707,1.0,3.0,1.0,0.0,0.38075944781303406,1.0,135.0,0.0,3.0,103.0,3.0,4.0,4
2.0,0.20256799459457397,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.7744208574295044,1.0,1.0,0.0,2.0,0.9958289861679077,0.2810213565826416,45.0,0.0,1.0,0.0,3.0,4.0,8
1.0,0.6219283938407898,0.2842751741409302,2.0,2.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.9921945333480835,1.0,3.0,1.0,1.0,0.425961971282959,1.0,178.0,0.0,1.0,0.0,3.0,0.0,5
1.0,0.6082451343536377,0.2774488031864166,0.0,0.0,1.0,1.0,0.0,0.0,0.463208943605423,0.6161255836486816,0.0,1.0,1.0,0.6446104645729065,0.5,180.0,0.0,11.0,0.0,3.0,1.0,7
2.0,0.4375684857368469,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.6588448286056519,0.4766123294830322,3.0,1.0,0.0,0.9231563806533813,0.5,0.0,0.0,4.0,198.0,1.0,4.0,3
3.0,0.22848814725875854,0.20803840458393097,0.0,0.0,1.0,1.0,0.0,0.0,0.5724546909332275,1.0,0.0,0.0,2.0,0.4675484895706177,0.5,270.0,0.0,18.0,0.0,0.0,4.0,8
3.0,0.41475212574005127,0.07072748988866806,4.0,2.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.4137311279773712,1.0,1.0,0.0,1.0,0.3153892159461975,0.0,45.0,0.10000000149011612,1.0,0.0,2.0,4.0,5
1.0,0.17004871368408203,0.35447344183921814,2.0,0.0,1.0,0.6000000238418579,0.0,0.0,0.5787744522094727,1.0,2.0,0.0,2.0,0.8191871643066406,0.0,0.0,0.0,1.0,180.0,0.0,1.0,7
1.0,0.7809389233589172,0.4099358022212982,4.0,0.0,1.0,0.20000000298023224,0.0,0.0,0.9859274625778198,1.0,0.0,1.0,1.0,0.6662948131561279,1.0,0.0,0.0,1.0,180.0,3.0,1.0,3
1.0,0.3154032826423645,0.41730737686157227,0.0,0.0,1.0,1.0,0.0,0.0,0.4698428809642792,0.6763628721237183,1.0,0.0,2.0,0.6463853120803833,1.0,315.0,0.30000001192092896,4.0,180.0,1.0,2.0,8
3.0,0.6860129237174988,0.181822270154953,0.0,0.0,1.0,1.0,0.0,0.0,0.6966928243637085,0.5450243949890137,0.0,0.0,1.0,0.45265495777130127,0.08452498912811279,45.0,0.0,1.0,109.0,1.0,2.0,4
5.0,0.032761216163635254,0.09843867272138596,0.0,0.0,1.0,1.0,0.0,0.0,0.5690258741378784,1.0,0.0,1.0,2.0,0.3056491017341614,0.5,135.0,0.0,3.0,0.0,0.0,3.0,7
3.0,0.014440059661865234,0.18867264688014984,0.0,0.0,1.0,1.0,0.0,0.0,0.8700282573699951,0.5841765403747559,1.0,0.0,2.0,0.8202974796295166,0.0,17.0,0.20000000298023224,12.0,180.0,2.0,3.0,5
5.0,0.16336244344711304,0.13736703991889954,5.0,1.0,0.30000001192092896,1.0,0.0,0.0,0.8537083268165588,0.8311862945556641,1.0,1.0,1.0,0.7379185557365417,0.5,315.0,0.0,10.0,0.0,2.0,2.0,8
3.0,0.007557392120361328,0.16494548320770264,0.0,0.0,1.0,1.0,0.0,0.0,0.8066173195838928,1.0,1.0,1.0,2.0,0.9288748502731323,0.0,0.0,0.0,4.0,0.0,3.0,3.0,3
0.0,0.7363039255142212,0.0,3.0,2.0,0.6000000238418579,0.30000001192092896,0.0,0.0,0.5404571294784546,1.0,3.0,0.0,1.0,0.7008151412010193,0.0,0.0,0.0,3.0,315.0,3.0,0.0,9
4.0,0.6152406930923462,0.02846185863018036,3.0,0.0,1.0,0.20000000298023224,0.0,0.0,0.5905332565307617,1.0,3.0,0.0,2.0,0.5578588247299194,0.5,315.0,0.0,7.0,129.0,2.0,1.0,4
3.0,0.957999050617218,0.047064244747161865,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5057619214057922,2.0,1.0,1.0,0.5256168842315674,1.0,135.0,0.0,16.0,315.0,2.0,2.0,7
